5173,S.B.Voluntary Blood Bank,Telangana,Khaleelwadi,"H.No.5-6-812, 3rd Floor, Amrutha Laxmi Hospital, Opposite Rajiv Gandhi Auditorium, Khaleelwadi, Nizamabad",08462 646430
5174,M.M.Voluntary Blood Bank,Telangana,Hyderabad,"4-194, Ferozguda, Balanagar, Hyderabad",040 23774469
5175,BBR Multispeciality Hospital Blood Bank,Telangana,Hyderabad,"H. No.: 7-4-194, Ferozguda, Near Bank of India, Balanagar, Hyderabad","040 23773333, 040 23778800"
5176,Janani Voluntary Blood Bank,Telangana,Hyderabad,"D.No.125-28-11/1, GPR Complex, KPHB Colony, Kukatpally, Hyderabad",040 23150496
5177,Life Voluntary Blood Bank,Telangana,Hyderabad,"MIG-323,Above Syndicate Bank,Road no-4, Remedy hospital lane,  First Floor, KPHB Colony, Phase-I, Kukatpally, Ranga Reddy.","040 23059222, 040 23159222"
5178,Ozone Institute of Medical Sciences Hospital Blood Bank,Telangana,Hyderabad,"H. No.: 11-13-201/33, Plot No. 23, 25 & 26. Road No. 4, Green Hills Colony, L. B. Nagar, Hyderabad","040 30108109, 040 64556533"
5179,Rajyalakshmi Charitable Trust Blood Bank (A Unit of Rajyalakshmi Charitable Trust),Telangana,Hyderabad,"1st Floor, D.No.18-77/78, Street No.3, Kamala Nagar, Chaitanyapuri, Dilsukhnagar, Hyderabad",040 64597760
5180,Kamineni Hospitals Private Limited Blood Bank,Telangana,Hyderabad,"Sy.No. 68, L.B.Nagar, Hyderabad",""
5181,Continental Hospital Blood Bank,Telangana,Hyderabad,"Plot No. 3, Road No. 2, IT & Financial district, Nanakramguda, Hyderabad","040 67000000, Extn: 1105"
5182,Asian Blood Bank of Asian Health Foundation,Telangana,Hyderabad,"Plot No.2, 2nd floor, Shanthi Surabhi Complex, Dr.A.S.Rao Nagar X roads,  Hyderabad",NA
5183,ADRM Hospital and Blood Bank,Telangana,Hyderabad,"4th Floor, D.No. 9-2, Plot No. 3, Ramanthapur, Hyderabad",040 27035588
5184,Narayana Hrudayalaya Mallareddy Hospital Blood Bank,Telangana,Hyderabad,"# 1-1-216, Suraram &#39;X&#39; Road, Qutbullapur Mandal, Jeedimetla, Hyderabad","040 23783106, 040  23783000 Extn: 3106"
5185,Ram Hospital Blood Bank,Telangana,Hyderabad,"2nd Floor,Ram Hospital, D.No.57/A, Shapur Nagar, IDA., Jeedimetla, Hyderabad",040 23095757.9703730554
5186,Malla Reddy Medical College and Malla Reddy General Hospital Blood Bank,Telangana,Quthbullapur,"Survey No.138, Suraram Main Roads, Quthbullapur Mandal",040 23783000 Extn: 3106
5187,Shadan Institute of Medical Sciences Teaching Hospital & Research Centre Blood Bank,Telangana,Rajendra Nagar Mandal,"Peerancheru, Himayath Sagar Road, Rajendra Nagar Mandal",040-20021037
5188,Aware Global Hospital Blood Bank,Telangana,Ranga Reddy,"Ground Floor(North Block), Room No. 702 to 710, D.No.08-16-01, Sowbhagya Nagar, Sagar Road, Saroor Nagar",040 24111111 Extn: 787
5189,Medicity Institute of Medical Sciences Blood Bank,Telangana,Ranga Reddy,"Hospital Building, Ground Floor, Ghanapur(V), Medchal Mandal",08418 256256 Extn: 238
5190,Usha Mullapudi Cardiac Centre,Telangana,Ranga Reddy,"Gajularamaramb (v), Quthbullapur Municipality",040 23090609 Ext: 221 & 224
5191,Bhaskar Medical College and General Hospital Blood Bank,Telangana,Ranga Reddy,"Sy. No.220, 221/2 & 228, Yenkapally Village, Moinabad Mandal",08413 235446 Extn: 214
5192,Dr. V. R. K. Womens college and general Hospital Blood Bank,Telangana,Ranga Reddy,"Sy.No.176/38, Aziznagar(v), Moinabad Mandal",08413 235074
5193,SLMS Hospital Blood Bank,Telangana,Ranga Reddy,"Nagole &#39;x&#39; Roads, Ranga Reddy",040 64579998
5194,Ayaan Institute of Medical Sciences (AIMS),Telangana,Ranga Reddy,"Teaching Hospital & Research Centre, Kanakammadi Village, Moinabad Mandal",""
5195,Citizens Hospital Blood Bank,Telangana,Serilingampally,"D.No.1-100/1/CCH, Nallagandla Village, Serilingampally Mandal","040 67191919, 040-67192580 Extn: 2581/2582,"
5196,Indian Red Cross Society Blood Bank,Telangana,Vikarabad,"Govt. Community Health Centre, Vikarabad, Ranga Reddy",08416 252227
5197,"Indian Red Cross Society, Blood Bank",Telangana,Hanumakonda,"Opp: Dist. Collectorate, Subedari,Hanamkonda.",0870 2456765
5198,Indian Red Cross Society Blood Bank RCH-II ( Jangaon),Telangana,Janagoan,"Sub Divisional Branch, 1st Floor, Area Hospital Premises, Janagaon, Warangal",""
5199,Government Mahatma Gandhi Memorial Hospital Blood Bank,Telangana,Warangal,"MGM  Hospital Blood Bank, 1st Floor, O.P.Block, MGM. Hospital, Warangal",NA
5200,Warangal Institute of Medical Sciences Blood Bank,Telangana,Warangal,"D.No 7/45/7, Thimmapur, Hunter Road, Warangal",""
5201,Saint Anns Hospital Blood Bank,Telangana,Warangal,FATHIMANAGAR NIT (POST) WARANGAL DT. TELANGANA STATE,NA
5202,Singareni Collieries Company Limited Area Hospital Blood Bank,Telangana,Warangal,"Bhupalpalli, Warangal",08713 248104
5203,Mother Voluntary Blood Bank,Telangana,Warangal,"MAS (Multipurpose Amicable Social Services Society), D.No.11-26-231, 1st Floor, Opp: MGM Hospital, Warangal",NA
5204,Kakatiya Voluntary Blood Bank (A Unit of Life Care Medical and Educational Society),Telangana,Warangal,"Telengana Bhavan, Opposite Alankar Main Road, Hanumakonda, Warangal",0870-2448243
5205,Bimal Singha Memorial Hospital Blood Bank,Tripura,Kamalpur,"Bimal Singha Memorial Hospital Kamalpur,  DhalaiTripura",03826 262232
5206,District Hospital Gomati Blood Bank,Tripura,Udaipur,"District Hospital,Near Tepania Eco Park, Udaipur Gomati,",N/A
5207,District Hospital  Blood Bank Dharmanagar,Tripura,Dharmanagar,"District Hospital North Tripura, Hospital Road",0382 2231621
5208,R.G.M Hospital Blood Bank Unakoti,Tripura,Kailashahar,"District Hospital Unakoti, Kailashahar, Unakoti, Opp to District Jail",0382 4222221
5209,Indira Gandhi Memorial Hospital Blood Bank,Tripura,Agartala,"Indira Gandhi Memorial (I.G.M) Hospital, Akhaura Road, Agartala, Tripura West.","0381 2325736, 0381 2326614, 0381 2315875"
5210,Tripura Medical College and Dr. B.R.A.M. Teaching Hospital Blood Bank,Tripura,Agartala,"Tripura Medical College, Hapania, Agartala, West Tripura.",0381 2374144
5211,ILS Hospital Blood Bank,Tripura,Agartala,"Capital Complex Extension, P.O. New Secretariat, Kunjaban, Agartala, Tripura.",0381 2415000
5212,Agartala Govt. Medical College GBP Hospital Blood Bank,Tripura,Agartala,"Agartala Government Medical College and G.B. Hospital Complex, P.O.- Kunjaban, Agartala, Tripura",0381 2355069
5213,Military Hospital,Uttar Pradesh,Agra,"Idgah Colony, Agra, Uttar Pradesh 282001",0562 2452712
5214,Samarpan Blood Bank,Uttar Pradesh,Agra,"Samarpan Bhawan
Delhi Gate","0562 2855080, 0562 4004644"
5215,District Hospital Blood Bank,Uttar Pradesh,Agra,"MG Road, Chhipitola, Rakabganj, Agra",0562 2463043
5216,S.N. Medical College,Uttar Pradesh,Agra,Meerut,05622 260353
5217,Agra City Blood Bank,Uttar Pradesh,Agra,"71, M.G. Road, Opposite to  Subhash Park",0562 2262122
5218,Goyal Jan Suvidha Charitable Blood Bank,Uttar Pradesh,Agra,Sanjay Place,0562 3255164
5219,Life Line Charitable Blood Bank,Uttar Pradesh,Agra,"156 A, Gulab Rai Marg, Delhi Gate",9997031902
5220,Pushpanjali Hospital and Research Centre Private limited,Uttar Pradesh,Agra,Delhi Gate,0562 4024000
5221,Sanjeevani Charitable Blood Bank,Uttar Pradesh,Agra,"A Unit of Sanjeevani Charitable Trust, 2/42A, Ramnagar Colony, Church Road",0562 2858573
5222,Lions Agra Mahan Charitable Blood Bank (Suspande),Uttar Pradesh,Agra,"35/76, Mughal Road, Kamla Nagar",N/A
5223,Lokhitam Blood Bank,Uttar Pradesh,Agra,"D-520, Kamla Nagar","0562 3276700, 0562 22883111"
5224,G.R. Hospital and Research Centre Private limited,Uttar Pradesh,Agra,"Near Bhole Baba Dairy, Barauli Ahir, Shamsabad Road",9027111947
5225,Pushpa Maa Samaj Charitable Blood bank,Uttar Pradesh,Agra,"1st Floor, Gihar Complex, Khandari, X-ing, NH - 2,",0562 6451121
5226,Sri Jagdamba Charitable Blood Bank and Component,Uttar Pradesh,Agra,"D-101, Phase-2, Trans Yamuna Colony,","0562 6541977, 0562 3259291"
5227,Manav Seva Charitable Blood Bank,Uttar Pradesh,Agra,"5/75, Old Mathura Road, Madiya Kayra",7500809089
5228,Moolchand Medicity Blood Bank,Uttar Pradesh,Agra,"Khasra No. 643, Artoni, Delhi Tathura Road, NH-2,",""
5229,Amrit Charitable Blood Bank,Uttar Pradesh,Agra,"3, Jamuna Complex, 100 Futa X-Ing, Shamshabad Road",""
5230,Om Charitable Blood Bank,Uttar Pradesh,Agra,"31/1C/A, Raja Ram Ki Bagiya, Rajapur Chungi, Saheed Nagar",""
5231,"Malkhan Singh, District Hospital Blood Bank",Uttar Pradesh,Aligarh,"Rasalganj Road, City, Aligarh",0571 2523338
5232,Har Prasad Blood Bank,Uttar Pradesh,Aligarh,Badaun,0571 2405420
5233,J.N. Medical College Blood Bank,Uttar Pradesh,Aligarh,AMU Aligarh,"0571 2720016, 0571 2721113, 0571 2720014"
5234,Dev Hospital Blood Bank,Uttar Pradesh,Aligarh,"18/205, Sarai Khirni, Agra Road",0571 2410061
5235,Jeevan Jyoti Blood Bank,Uttar Pradesh,Aligarh,"A Unit of Jeevan Jyoti Hospital, Soot Mill Crossing, G.T. Road",0571 2400515
5236,"Jeevan Sanjeevan Blood Bank, Jeevan Hospital",Uttar Pradesh,Aligarh,"2/151, Bela marg, Vishnupuri",0571 2506162
5237,Life Care Charibable Blood Bank,Uttar Pradesh,Aligarh,"Basement Narayani Hospital, Atroli Bus Stand, Ramghat Road",9927762424
5238,Shanti Nursing Home Blood Bank,Uttar Pradesh,Aligarh,"Shanti Nursing Home, Complex, Ramghat Road",0571-2742300
5239,"S.R.N. Hospital, M.L. N. Medical College",Uttar Pradesh,Allahabad,"Hanuman Mandir, Swarooprani Hospital, North Malaka",0532 2256507
5240,Military Hospital Blood Bank,Uttar Pradesh,Allahabad,Mahoba,N/A
5241,Moti Lal Nehru District Hospital Blood Bank,Uttar Pradesh,Allahabad,"12 Dr. Katjoo Road, Allahabad Near Railway Station",0532 2240031
5242,S.M. Medicare Private Limited Blood Bank,Uttar Pradesh,Allahabad,"146, Karnal Ganj",0532 2461665
5243,AMA (Allahabad Medical Association) Blood Bank,Uttar Pradesh,Allahabad,"Stanely Road, Allahabad",0532 2266513
5244,Tejbahadur Sapru Hospital Blood Bank,Uttar Pradesh,Allahabad,Stanley Road,0532 2267687
5245,Mahamaya Rajkiya Allopathic Medical College,Uttar Pradesh,Ambedkar Nagar,"Mahamaya Rajkiya Allopathic Medical College, Saddarpur Tanda",05273 213000
5246,Jyotibaphule Combined District Hospital Blood Bank,Uttar Pradesh,Ambedkar Nagar,"",N/A
5247,Venkateshwara Institute of Medical Sciences Blood Bank,Uttar Pradesh,Amroha,"Run by Shri Bankey Bihari Educational and Welfare Trust, NH-24, Rajabpur, Gajraula",N/A
5248,District Combined Hospital Blood Bank,Uttar Pradesh,Jyotiba Phule Nagar,"",0592 2253065
5249,District Hospital Blood Bank,Uttar Pradesh,Auriya,"",0583 242239
5250,Govt. Medical College & Super Facility Hospital Azamgarh,Uttar Pradesh,Azamgarh,"First Floor, Campus Of Govt. Medical College",""
5251,District Hospital Blood Bank,Uttar Pradesh,Azamgarh,"District Hospital Blood Bank, Azamgarh",05462 265172
5252,Maha Mritunijaya Hospital Lord Budha Medical College Blood Bank,Uttar Pradesh,Azamgarh,"",05462 245777
5253,District Combined Hospital Blood Bank,Uttar Pradesh,Baghpat,"Bhajan Vihar, Baghpat",""
5254,"M/s Astha Blood Bank and Components, Astha Multispeciality Hospital",Uttar Pradesh,Barut,"near P.N. Sharma Park, Delhi Road",N/A
5255,District Hospital Blood Bank,Uttar Pradesh,Bahraich,"Friganj, Bahraich",05252 237265
5256,District Hospital Blood Bank,Uttar Pradesh,Ballia,District Hospital Blood Bank,N/A
5257,Combined District Hospital Blood Bank,Uttar Pradesh,Balrampur,"Combined District Hospital, Balrampur",05263 235776
5258,District Hospital Blood Bank,Uttar Pradesh,Banda,"District Hospital, Banda",05192 220415
5259,District Hospital Blood Bank,Uttar Pradesh,Barabanki,"District Hospital, Barabanki",05248 228580
5260,Hind Institute of Medical Sciences,Uttar Pradesh,Barabanki,"Near Minar Canal, Safedabad-Faizabad Road",05248 221399
5261,Mayo Institute of Medical Sciences Blood Bank,Uttar Pradesh,Barabanki,"Run by Bodhisatva Charitable Trust, Faizabad Road, Gadia aizabad Road, Gadia, Barabanki, Dharsani","05248 229696, 05248 229595"
5262,Military Hospital Blood Bank,Uttar Pradesh,Bareilly,Hamirpur,0581 2403584
5263,District Hospital Blood Bank,Uttar Pradesh,Bareilly,"Civil Lines, Bareilly, Uttar Pradesh",0581 2550009
5264,Ganga Sheel Charitable Trust Blood Bank,Uttar Pradesh,Bareilly,"A-3, Rampur Garden","0581 2510083, 0581 2510140"
5265,Sri Ram Murti Samarak Institute of Medical Sciences Blood Bank,Uttar Pradesh,Bareilly,"Bareilly - Nainital Road, Bhojipura, Bareilly, Uttar Pradesh",0581 2582014-25
5266,Keshav Madho Blood Bank and Pathology,Uttar Pradesh,Bareilly,"",0581 2540318
5267,Ruhelkhand Medical College and Hospital Blood Bank,Uttar Pradesh,Bareilly,Pilibhit By Pass Road,"0581 2526011, 0581 2526012"
5268,Clara Swain Mission Hospital Blood Bank,Uttar Pradesh,Bareilly,"Civil Lines, Bareilly",0581 2500000
5269,IMA Blood Bank,Uttar Pradesh,Bareilly,"IMA Bhawan, 110, Civil Lines",0581 2422900
5270,IMA Blood Bank,Uttar Pradesh,Bareilly,"Run by Indian Medical Association, Civil Lines",N/A
5271,Rajshree Medical Research Institute,Uttar Pradesh,Bareilly,"21 Km Near Toll Plaza, Rampur Road Bareilly",8192000281
5272,District Hospital Blood Bank,Uttar Pradesh,Basti,Bhinga,05542 283273
5273,M/s Sewa Blood Bank,Uttar Pradesh,Basti,"R.K. Puram, Near Kotwali",5542209030
5274,OPEC Hospital Blood Bank,Uttar Pradesh,Basti,"OPEC Hospital, Basti",05542 283021
5275,District Hospital Blood Bank,Uttar Pradesh,Bijnor,Lakhimpur Khiri,01342 262710
5276,Sarvodaya Jankalyan Samati,Uttar Pradesh,Bijnor,"Near Exchange, Kalagarh Road, Dharmpur","04344 230464, 04334 233533"
5277,Shubham Sarvam Charitable Blood Bank,Uttar Pradesh,Bijnore,Civil Lines,""
5278,District Hospital Blood Bank,Uttar Pradesh,Badaun,Bareilly,05832 266264
5279,Wadhwa Blood Bank,Uttar Pradesh,Bulandshahar,"Chattari Compound, Teachers Colony Road, Near Lala Ka Chaurah",05732 233998
5280,Babu Banarasi Das District Hospital Blood Bank,Uttar Pradesh,Bulandshahar,Gonda,05732 254633
5281,NAPS (Narora Atomic Power Station) Hospital Blood Bank,Uttar Pradesh,Narora,Narora,05734 222261
5282,Pt. Kamlapati District Combined Hospital,Uttar Pradesh,Chandauli,"District Combined Hospital, Chandauli",05412 260497
5283,Combined District Hospital Blood Bank,Uttar Pradesh,Chitrakoot,Combined District Hospital,05198 236555
5284,District Hospital Blood Bank,Uttar Pradesh,Deoria,"Saket Nagar, Deoria",05568 227691
5285,District Hospital Blood Bank,Uttar Pradesh,Etah,Ferozabad,0574 2234091
5286,Dr. Bhimrao Ambedkar Combined Hospital (District Hospital),Uttar Pradesh,Etawah,"Civil Lines, Etawah",05688 255526
5287,Rural Institute of Medical Sciences and Research,Uttar Pradesh,Etawah,Safai,05688 276563
5288,Achintya Charitable,Uttar Pradesh,Etawah,"199/180-A, Friends Colony, Bharathana Chauraha Road",5688263015
5289,District Hospital Blood Bank,Uttar Pradesh,Faizabad,Shahjahanpur,05278 220078
5290,Chandan Diagnostics Center and Blood Bank,Uttar Pradesh,Faizabad,"Mukut Complex Near District Hospital Rakabganj, Lajpat Nagar, Faizabad",N/A
5291,The Care Hospital Blood Bank,Uttar Pradesh,Farrukhabad,"5C/A-22, Avas Vikas, Near Lohiya Hospital",05692-240248
5292,Dr. Ram Manohar Lohiya Joint Hospital,Uttar Pradesh,Fatehgarh,"Dr. Ram Manohar Lohiya Joint Hospital, Farrukhabad",05692 240256
5293,District Hospital Blood Bank,Uttar Pradesh,Frukhabad,"MDR 110W, LIC Officers Colony, Awas Vikas Colony, Farrukhabad",N/A
5294,District Hospital Blood Bank,Uttar Pradesh,Fatehpur,Azamgarh,N/A
5295,Shyam Nursing Home and Blood Bank,Uttar Pradesh,Fatehpur,"400/761, Civil Line (Near S.P. Residence)",05180 221166
5296,"SNM, District Hospital Blood Bank",Uttar Pradesh,Firozabad,"Rehna Road, Bypass Road Company Baag, Arya Nagar",9639011119
5297,Jeevan Dhara Blood Bank,Uttar Pradesh,Firozabad,"8 Buddh Ashram, Bye Paas Road",N/A
5298,Dr. M.C. Agrawal Hospital and Research Centre Private limited,Uttar Pradesh,Firozabad,"Kotla Chungi, Bye Pass Road",N/A
5299,F.H. Hospital Blood Bank,Uttar Pradesh,Firozabad,"Near Etmadpur, Railway over Bridge NH-2, Tundla District, Firozabad",""
5300,Sevarth Sansthan Blood Bank,Uttar Pradesh,Firozabad,"Sevarth Sansthan Seth Bimal Kumar Jain Trauma and Phsytherapy Dharmarth Samiti, NH-2, Agra Road","05612 240022, 05612 240033"
5301,Naveen Hospital,Uttar Pradesh,Dadri,Railway Road,0120 2321356
5302,International Hospital Private Limited Blood Bank,Uttar Pradesh,Gautam Budh nagar,"B-22, Sector -62","0120 4300222,0120 2400222"
5303,Noida Charitable Blood Bank,Uttar Pradesh,Gautam Budh Nagar,"2Nd Floor, Khasra No. 587, I Block Near Shiv Mandir, Moolchand Tower Village-Chaura Sec-22, Noida",0120-2414555
5304,Sharda Hospital Blood Bank,Uttar Pradesh,Greater Noida,"Plot No. 32-34, Knowledge Park-III",0120 3212361
5305,Kailash Hospital Llimited,Uttar Pradesh,Greater Noida,"A unit of Kailash Group of Hospitals Limited, 23 KP-1, NEAR PARI CHOWK","0120 2327338, 0120 2327339"
5306,Shri Krishna Life Line Hospital Blood Bank,Uttar Pradesh,Greater Noida,"NH-22D, Sector Tau Swarn Nagri, Greater Noida, Gautam Buddha Nagar",120 2399180
5307,Kailash Hospital and Heart Institute,Uttar Pradesh,Noida,"A Unit of Kailash Healthcare Limited, H-33, Sector-27, Noida",0120 2444444
5308,Metro Hospital and Heart Institute,Uttar Pradesh,Noida,"X-1, Sector -12","0120 2533491,0120 2533489"
5309,Prayag Hospital and Research Centre,Uttar Pradesh,Noida,"J-206/A-01, Sector-41",0120 4021900
5310,Prakash Hospital Blood Bank,Uttar Pradesh,Noida,"D-12, 12-A, 12-B, Sector-33",0120 2505264
5311,Rotary Noida Research and Social Welfare Trust Blood Bank,Uttar Pradesh,Noida,"E-2, IMA House, Sector-31, Nithari",0120 4282685
5312,Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,Uttar Pradesh,Noida,Sector-30,N/A
5313,Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank,Uttar Pradesh,Noida,"NH-01, Sector-110",N/A
5314,Jaypee Hospital Blood Bank,Uttar Pradesh,Noida,"A Unit of Jaypee Healthcare Limited, Sector-128",0120 4582868
5315,Modern Pathology and Blood Bank,Uttar Pradesh,Ghaziabad,"SA-96, Shastri Nagar",0120 2752570
5316,Santosh Medical and Dental College,Uttar Pradesh,Ghaziabad,Kushinagar,"0120 2791741, 0120 2791735"
5317,"MMG, District Hospital Blood Bank",Uttar Pradesh,Ghaziabad,"MMG, District Hospital Ghaziabad",0120 2853030
5318,Yashoda Hospital and Research,Uttar Pradesh,Ghaziabad,3rd M Nehru Nagar,"0120 4182000, ext.128"
5319,Life Line Blood Bank,Uttar Pradesh,Ghaziabad,Life Line Blood Bank 3rd B2 Nehru Nagar,0120 2793989
5320,"Yashoda Hospital and Research Centre Limited, Kaushambi",Uttar Pradesh,Ghaziabad,"H-1, Kaushambi, Near Dabur Chowk, Ghaziabad",0120 4181900
5321,Lok Priya Hospital Blood Bank,Uttar Pradesh,Ghaziabad,"G.T. Road, Modinagar",01232 247556
5322,"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)",Uttar Pradesh,Ghaziabad,"W-3, Sector-I, Vaishali",0120 4173042
5323,M/s Shanti Gopal Hospital Blood Bank,Uttar Pradesh,Ghaziabad,"Plot No. NH-1, Ahinsa Khand-II, Indrapuram",0120 4777000
5324,Divya Joyati Institute Of Medical Science & Research,Uttar Pradesh,Ghaziabad,"Niwari Road, Road, Modinagar",""
5325,Family Health Care Hospital Blood Bank,Uttar Pradesh,Ghaziabad,"15-H.C. -1 Vasundhara, Gaziabad, Uttar Pradesh",0120 4225556
5326,Atlanta Mediworld Multispeciality Hospital,Uttar Pradesh,Ghaziabad,"NH-1, Sector-14, Vasundhara",1204735555-1302
5327,Idst Mayo Hospital Blood Bank,Uttar Pradesh,Ghaziabad,"Delhi Meerut Road, Nh-58, Kadrabad, Modinagar",8449711767
5328,Bhagwan Buddha Charitable Blood Bank,Uttar Pradesh,Ghaziabad,"1St Floor, Central Market Sector 2B Vasundhara Ghaziabad",0120-4356147
5329,Dev Nandani Hospital Blood Bank,Uttar Pradesh,Hapur,"Near Railway Crossing, Garh Road",0122 3200800
5330,Rama Medical College and Research Centre Blood Bank,Uttar Pradesh,Hapur,"Run by Rama Educational Society, Rama Delhi NH-24 [38km milestone] Hapur",0122 2327300
5331,Narinder Mohan Hospital and Heart Centre,Uttar Pradesh,Mohan Nagar,"Mohan Nagar, Ghaziabad.","0120 2657501-505, EXT No- 340"
5332,District Hospital Blood Bank,Uttar Pradesh,Ghazipur,"District Hospital, Gazipur",N/A
5333,District Hospital Blood Bank,Uttar Pradesh,Gonda,Balrampur,05262 225358
5334,S.M. Medicare Private Limited,Uttar Pradesh,Gorakhpur,"229 Betiahata , Gorakhpur",0551 2338797
5335,City Blood Bank,Uttar Pradesh,Gorakhpur,"Pratibha Complex,  Infront of Jubilee Inter School, Jublee Nagar",0551 2346357
5336,Air Force Hospital Blood Bank,Uttar Pradesh,Gorakhpur,Maharajganj,0551 2272381
5337,District Hospital Blood Bank,Uttar Pradesh,Gorakhpur,Bareilly,0551 2332203
5338,Nehru Hospital and B.R.D. Medical College,Uttar Pradesh,Gorakhpur,Gorakhpur,"0551 2508815, 0551 2508814"
5339,Guru Shri Gorakhnath Chikitsalaya Blood Bank,Uttar Pradesh,Gorakhpur,Gorakhnath Mandir,"0551 2257138, 0551 2257570"
5340,Fatima Hospital Blood Bank,Uttar Pradesh,Gorakhpur,Padri Bazar,0551 2281862
5341,Savitri Blood Bank and Component Centre,Uttar Pradesh,Gorakhpur,"Savitri Hospital Campus, Dilezakpur, Cinema Road","0551 2205914, 0551 220915, 0551 2205916"
5342,Shree Lakhan Sewa Kailashi Chairitable Blood Bank,Uttar Pradesh,Gorakhpur,Near Patna Chauraha Barhalganj,7269826744
5343,District Hospital Blood Bank,Uttar Pradesh,Hamirpur,Sitapur,N/A
5344,Saraswathi Institute of Medical Science,Uttar Pradesh,Hapur,"NH-24, Anwarpur Pilkhuwa",0122 2320511
5345,G S Medical College & Hospital  Blood Bank,Uttar Pradesh,Pilkhuwa,"Village-Peeplabandpur, NH-24",0120-2791623
5347,Bagla Combined District Hospital Blood Bank,Uttar Pradesh,Hathras,"",05722 230094
5348,Government Medical College and Hospital Blood Bank,Uttar Pradesh,Orai,"Government Medical College and Hospital, Orai",05162 210201
5349,District Hospital Blood Bank,Uttar Pradesh,Jaunpur,Ghaziabad,05452 263554
5350,M/s Isha Hospital Blood Bank,Uttar Pradesh,Jaunpur,Haribandhanpur Parav,""
5351,Krishna Hart Care & Maternity Home,Uttar Pradesh,Jaunpur,"Umarpur, Haribandhanpur",""
5352,Sant Diagnostic Centre and Blood Bank,Uttar Pradesh,Jhansi,"25/1A, Sant Bhawan, Opposite to MLB Medical College, Between Gate no -1 & 2, Kanpur Road Jhansi",0510 2320831
5353,MLB Medical College and Hospital,Uttar Pradesh,Jhansi,"Bundelkhand University,
Jhansi.",N/A
5354,District Hospital Blood Bank,Uttar Pradesh,Jhansi,"Shivpuri Road, Rajghat Colony, Jhansi.",0510 2448442
5355,St. Judes Hospital Blood Bank,Uttar Pradesh,Jhansi,"St. Judes Hospital Campus,
 Sipri, Jhansi",0510 2360957
5356,"Life Line Blood Bank, Military Hospital",Uttar Pradesh,Jhansi,Military Hospital Jhansi,0510 6516
5357,Gaurav Diagnostic Center and Blood Bank,Uttar Pradesh,Jhansi,"Opposite Gate No:1, MLB Medical Collage, Jhansi",0510 2320824
5358,Nirmal Hospital Blood Bank,Uttar Pradesh,Jhansi,Opposite Medical College Gate No.-03,0510 2322028
5359,Parakh Voluntary Blood Bank,Uttar Pradesh,Jhansi,"Run by Samagra Vikash Jan Kalyan Samiti, Karguawaji Road, Opposite Gate No.-2",0510 2321134
5360,Combined District Hospital Blood Bank,Uttar Pradesh,Kannauj,"Combined District Hospital, Kannauj",05694 237627
5361,B.S.D.B.A. Government Medical College and Hospital,Uttar Pradesh,Kannauj,"Tirwa - Kannauj Road, Tirwa, NH 91A, Nunari",""
5362,Combined District Hospital (M) Blood Bank,Uttar Pradesh,Akbarpur,"Akbarpur, Kanpur Dehat",05111 270728
5363,Mariampur Hospital and Blood Bank,Uttar Pradesh,Kanpur,Shastri Nagar,0512 216788
5364,Life Line Blood Bank,Uttar Pradesh,Kanpur,"B-1, Sarvoday Nagar","0512 2295797, 0512 2219473"
5365,Regency Hospital Limited,Uttar Pradesh,Kanpur,"A-2, Sarvodaya Nagar",0512 2242201-10
5366,GSVM Medical College Blood Bank,Uttar Pradesh,Kanpur,"Swaroop Nagar, Kanpur",7706922922
5367,Sanjeevani Blood Bank,Uttar Pradesh,Kanpur,"117/O 461 ,Geeta Nagar, Kanpur",N/A
5368,Sneh Pathology X-ray and Blood Bank,Uttar Pradesh,Kanpur,"133/10, O-Block, Kidwai Nagar",0512 2601408
5369,"UHM, District Hospital",Uttar Pradesh,Kanpur,"Shop No. 30/01, Mall Rd, Bada Chouraha, Parade Chouraha, Parade, Kanpur",0512 2311144
5370,Air Force Hospital,Uttar Pradesh,Kanpur,"Nathu Singh Road, Saharanpur",0581 2403584
5371,CLM Hospital and Blood Bank,Uttar Pradesh,Kanpur,"121/625, Industrial Estate, Shastri Nagar",0512 2241595
5372,Sai Blood Bank,Uttar Pradesh,Kanpur,"N-2, Kidwai Nagar",0512 2607720
5373,Rama Medical College Hospital and Research Centre,Uttar Pradesh,Kanpur,"Rama Medical College Hospital & Research Centre,
Blood Bank, GT Road, Mandhana, Kanpur","0512 2780882, 0512 2780886"
5374,LPS Institute of Cardiology,Uttar Pradesh,Kanpur,"Mall Road, Sarvodaya Nagar",0512 2532269
5375,Tulsi Hospital Limited,Uttar Pradesh,Kanpur,"14/116-A, Civil Lines","0512 2536404, 0512 2536406"
5376,Krishna Super Speciality Hospital,Uttar Pradesh,Kanpur,"A Unit of Gita Healthcare Private Limited, 363, Harrisganj, Near Tatmil Chauraha","0512 2320061, 0512 2320071"
5377,Mayanjali Charitable Blood Bank,Uttar Pradesh,Kanpur,"14/113, Padam Towers, Civil Lines, Kanpur",0512-2303228
5378,Madhulok Hospital,Uttar Pradesh,Kanpur,"628,K-Block Kidwai Nagar",""
